item_id,movie_name_x,movie_type,movie_name_y,dbpedia_link,kg_id
2792,Airplane II: The Sequel (1982),Comedy,Airplane II: The Sequel (1982),http://dbpedia.org/resource/Airplane_II:_The_Sequel,12859
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror,"American Werewolf in Paris, An (1997)",http://dbpedia.org/resource/An_American_Werewolf_in_Paris,4717
2794,European Vacation (1985),Comedy,European Vacation (1985),http://dbpedia.org/resource/National_Lampoon's_European_Vacation,13759
2795,Vacation (1983),Comedy,Vacation (1983),http://dbpedia.org/resource/RV_(film),13094
2796,Funny Farm (1988),Comedy,Funny Farm (1988),http://dbpedia.org/resource/Funny_Farm_(film),4997
2798,Problem Child (1990),Comedy,Problem Child (1990),http://dbpedia.org/resource/Problem_Child_(film),2548
2799,Problem Child 2 (1991),Comedy,Problem Child 2 (1991),http://dbpedia.org/resource/Problem_Child_2,10380
2800,Little Nemo: Adventures in Slumberland (1992),Animation|Children's,Little Nemo: Adventures in Slumberland (1992),http://dbpedia.org/resource/Little_Nemo:_Adventures_in_Slumberland,6871
2802,Tequila Sunrise (1988),Action|Romance|Thriller,Tequila Sunrise (1988),http://dbpedia.org/resource/Tequila_Sunrise_(film),12463
2803,"Pelican Brief, The (1993)",Thriller,"Pelican Brief, The (1993)",http://dbpedia.org/resource/The_Pelican_Brief_(film),8600
2804,"Christmas Story, A (1983)",Comedy|Drama,"Christmas Story, A (1983)",http://dbpedia.org/resource/A_Christmas_Story,3121
2805,Mickey Blue Eyes (1999),Comedy|Romance,Mickey Blue Eyes (1999),http://dbpedia.org/resource/Mickey_Blue_Eyes,6408
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,Teaching Mrs. Tingle (1999),http://dbpedia.org/resource/Teaching_Mrs._Tingle,11843
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,Universal Soldier: The Return (1999),http://dbpedia.org/resource/Universal_Soldier:_The_Return,7262
2808,Universal Soldier (1992),Action|Sci-Fi,Universal Soldier (1992),http://dbpedia.org/resource/Universal_Soldier_(1992_film),1726
2809,Love Stinks (1999),Comedy,Love Stinks (1999),http://dbpedia.org/resource/Love_Stinks_(film),3852
2810,Perfect Blue (1997),Animation|Mystery,Perfect Blue (1997),http://dbpedia.org/resource/Perfect_Blue,4787
2811,With Friends Like These... (1998),Comedy,With Friends Like These... (1998),http://dbpedia.org/resource/With_Friends_Like_These...,13412
2812,In Too Deep (1999),Action|Thriller,In Too Deep (1999),http://dbpedia.org/resource/In_Too_Deep_(film),13726
2813,"Source, The (1999)",Documentary,"Source, The (1999)",http://dbpedia.org/resource/Source_Code,14273
2814,"Bat, The (1959)",Horror,"Bat, The (1959)",http://dbpedia.org/resource/The_Dark_Knight_(film),11147
2815,Iron Eagle (1986),Action|War,Iron Eagle (1986),http://dbpedia.org/resource/Iron_Eagle,1968
2816,Iron Eagle II (1988),Action|War,Iron Eagle II (1988),http://dbpedia.org/resource/Iron_Eagle_II,4797
2817,Aces: Iron Eagle III (1992),Action|War,Aces: Iron Eagle III (1992),http://dbpedia.org/resource/Aces:_Iron_Eagle_III,4742
2818,Iron Eagle IV (1995),Action|War,Iron Eagle IV (1995),http://dbpedia.org/resource/Iron_Eagle_on_the_Attack,8060
2819,Three Days of the Condor (1975),Thriller,Three Days of the Condor (1975),http://dbpedia.org/resource/Three_Days_of_the_Condor,11597
2820,Hamlet (1964),Drama,Hamlet (1964),http://dbpedia.org/resource/Hamlet_(1964_film),5074
2821,Male and Female (1919),Adventure|Drama,Male and Female (1919),http://dbpedia.org/resource/Male_and_Female,10231
2824,On the Ropes (1999),Documentary,On the Ropes (1999),http://dbpedia.org/resource/On_the_Ropes_(2011_film),4756
2825,Rosie (1998),Drama,Rosie (1998),http://dbpedia.org/resource/Rosie_(1965_film),1327
2826,"13th Warrior, The (1999)",Action|Horror|Thriller,"13th Warrior, The (1999)",http://dbpedia.org/resource/The_13th_Warrior,5460
2827,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,"Astronaut's Wife, The (1999)",http://dbpedia.org/resource/The_Astronaut's_Wife,9727
2828,Dudley Do-Right (1999),Children's|Comedy,Dudley Do-Right (1999),http://dbpedia.org/resource/Dudley_Do-Right_(film),5909
2829,"Muse, The (1999)",Comedy|Drama,"Muse, The (1999)",http://dbpedia.org/resource/The_Muse_(1999_film),358
2831,"Dog of Flanders, A (1999)",Drama,"Dog of Flanders, A (1999)",http://dbpedia.org/resource/A_Dog_of_Flanders_(1999_film),2886
2833,Lucie Aubrac (1997),Romance|War,Lucie Aubrac (1997),http://dbpedia.org/resource/Lucie_Aubrac_(film),8384
2834,"Very Thought of You, The (1998)",Comedy|Romance,"Very Thought of You, The (1998)",http://dbpedia.org/resource/The_Very_Thought_of_You_(film),4242
2835,Chill Factor (1999),Action|Thriller,Chill Factor (1999),http://dbpedia.org/resource/Chill_Factor_(film),5434
2836,Outside Providence (1999),Comedy,Outside Providence (1999),http://dbpedia.org/resource/Outside_Providence_(film),8360
2837,Bedrooms & Hallways (1998),Comedy|Romance,Bedrooms & Hallways (1998),http://dbpedia.org/resource/Bedrooms_and_Hallways,1068
2838,I Woke Up Early the Day I Died (1998),Comedy,I Woke Up Early the Day I Died (1998),http://dbpedia.org/resource/I_Woke_Up_Early_The_Day_I_Died,12880
2840,Stigmata (1999),Thriller,Stigmata (1999),http://dbpedia.org/resource/Stigmata_(film),2821
2841,Stir of Echoes (1999),Thriller,Stir of Echoes (1999),http://dbpedia.org/resource/Stir_of_Echoes,4143
2842,Best Laid Plans (1999),Crime|Drama,Best Laid Plans (1999),http://dbpedia.org/resource/Best_Laid_Plans_(1999_film),13201
2844,"Minus Man, The (1999)",Drama|Mystery,"Minus Man, The (1999)",http://dbpedia.org/resource/The_Minus_Man,152
2846,"Adventures of Milo and Otis, The (1986)",Children's,"Adventures of Milo and Otis, The (1986)",http://dbpedia.org/resource/The_Adventures_of_Milo_and_Otis,11955
2847,Only Angels Have Wings (1939),Drama,Only Angels Have Wings (1939),http://dbpedia.org/resource/Only_Angels_Have_Wings,14358
2848,Othello (1952),Drama,Othello (1952),http://dbpedia.org/resource/Othello_(1952_film),13710
2849,Queens Logic (1991),Comedy|Drama,Queens Logic (1991),http://dbpedia.org/resource/Queens_Logic,12330
2850,Public Access (1993),Drama|Thriller,Public Access (1993),http://dbpedia.org/resource/Public_Access,12464
2851,Saturn 3 (1979),Adventure|Sci-Fi|Thriller,Saturn 3 (1979),http://dbpedia.org/resource/Saturn_3,6233
2852,"Soldier's Story, A (1984)",Drama,"Soldier's Story, A (1984)",http://dbpedia.org/resource/A_Soldier's_Story,12533
2854,Don't Look in the Basement! (1973),Horror,Don't Look in the Basement! (1973),http://dbpedia.org/resource/The_Forgotten_(1973_film),4667
2855,Nightmares (1983),Horror,Nightmares (1983),http://dbpedia.org/resource/Nightmares_(1980_film),12923
2856,I Saw What You Did (1965),Thriller,I Saw What You Did (1965),http://dbpedia.org/resource/I_Saw_What_You_Did_(1988_film),7371
2857,Yellow Submarine (1968),Animation|Musical,Yellow Submarine (1968),http://dbpedia.org/resource/Yellow_Submarine_(film),5048
2858,American Beauty (1999),Comedy|Drama,American Beauty (1999),http://dbpedia.org/resource/American_Beauty,12812
2859,Stop Making Sense (1984),Documentary,Stop Making Sense (1984),http://dbpedia.org/resource/Stop_Making_Sense,7463
2861,For Love of the Game (1999),Comedy|Drama,For Love of the Game (1999),http://dbpedia.org/resource/For_Love_of_the_Game_(film),6101
2862,Caligula (1980),Drama,Caligula (1980),http://dbpedia.org/resource/Caligula_(film),1604
2863,"Hard Day's Night, A (1964)",Comedy|Musical,"Hard Day's Night, A (1964)",http://dbpedia.org/resource/A_Hard_Day's_Night_(film),9005
2864,Splendor (1999),Comedy,Splendor (1999),http://dbpedia.org/resource/Splendor_(1999_film),11446
2865,Sugar Town (1999),Comedy,Sugar Town (1999),http://dbpedia.org/resource/Sugar_Town_(film),1935
2866,"Buddy Holly Story, The (1978)",Drama,"Buddy Holly Story, The (1978)",http://dbpedia.org/resource/The_Buddy_Holly_Story,2731
2868,Fright Night Part II (1989),Horror,Fright Night Part II (1989),http://dbpedia.org/resource/Fright_Night_II,14107
2870,Barefoot in the Park (1967),Comedy,Barefoot in the Park (1967),http://dbpedia.org/resource/Barefoot_in_the_Park_(film),12728
2871,Deliverance (1972),Adventure|Thriller,Deliverance (1972),http://dbpedia.org/resource/Deliverance_(1919_film),4387
2872,Excalibur (1981),Action|Drama|Fantasy|Romance,Excalibur (1981),http://dbpedia.org/resource/Excalibur_(film),2550
2873,Lulu on the Bridge (1998),Drama|Mystery|Romance,Lulu on the Bridge (1998),http://dbpedia.org/resource/Lulu_on_the_Bridge,10656
2874,"Pajama Game, The (1957)",Comedy,"Pajama Game, The (1957)",http://dbpedia.org/resource/The_Pajama_Game_(film),14606
2875,Sommersby (1993),Drama|Mystery|Romance,Sommersby (1993),http://dbpedia.org/resource/Sommersby,10771
2876,Thumbelina (1994),Animation|Children's,Thumbelina (1994),http://dbpedia.org/resource/Thumbelina_(1994_film),4452
2877,Tommy (1975),Drama|Musical,Tommy (1975),http://dbpedia.org/resource/Tommy,8161
2878,Hell Night (1981),Horror,Hell Night (1981),http://dbpedia.org/resource/Hell_Night,5651
2881,Double Jeopardy (1999),Action|Thriller,Double Jeopardy (1999),http://dbpedia.org/resource/Double_Jeopardy_(film),946
2882,Jakob the Liar (1999),Drama,Jakob the Liar (1999),http://dbpedia.org/resource/Jakob_the_Liar,2817
2883,Mumford (1999),Comedy,Mumford (1999),http://dbpedia.org/resource/Mumford_(film),13265
2884,Dog Park (1998),Comedy|Romance,Dog Park (1998),http://dbpedia.org/resource/Dog_Park_(film),12983
2886,"Adventures of Elmo in Grouchland, The (1999)",Children's|Comedy,"Adventures of Elmo in Grouchland, The (1999)",http://dbpedia.org/resource/The_Adventures_of_Elmo_in_Grouchland,2178
2887,Simon Sez (1999),Drama,Simon Sez (1999),http://dbpedia.org/resource/Simon_Sez,11774
2888,Drive Me Crazy (1999),Comedy|Romance,Drive Me Crazy (1999),http://dbpedia.org/resource/Drive_Me_Crazy,12736
2889,"Mystery, Alaska (1999)",Comedy,"Mystery, Alaska (1999)","http://dbpedia.org/resource/Mystery,_Alaska",6071
2890,Three Kings (1999),Drama|War,Three Kings (1999),http://dbpedia.org/resource/Three_Kings_(1999_film),11681
2891,"Happy, Texas (1999)",Comedy,"Happy, Texas (1999)","http://dbpedia.org/resource/Happy,_Texas_(film)",8233
2892,New Rose Hotel (1998),Action|Drama,New Rose Hotel (1998),http://dbpedia.org/resource/New_Rose_Hotel_(film),9639
2893,Plunkett & MaCleane (1999),Action|Drama,Plunkett & MaCleane (1999),http://dbpedia.org/resource/Plunkett_&_Macleane,10014
2894,Romance (1999),Drama|Romance,Romance (1999),http://dbpedia.org/resource/Romance_(1999_film),4855
2895,Napoleon and Samantha (1972),Adventure,Napoleon and Samantha (1972),http://dbpedia.org/resource/Napoleon_and_Samantha,160
2896,Alvarez Kelly (1966),Western,Alvarez Kelly (1966),http://dbpedia.org/resource/Alvarez_Kelly,12125
2898,"Dark Half, The (1993)",Horror|Mystery,"Dark Half, The (1993)",http://dbpedia.org/resource/The_Dark_Half_(film),6851
2900,Monkey Shines (1988),Horror|Sci-Fi,Monkey Shines (1988),http://dbpedia.org/resource/Monkey_Shines,9429
2901,Phantasm (1979),Horror|Sci-Fi,Phantasm (1979),http://dbpedia.org/resource/Phantasm_(film),5040
2902,Psycho II (1983),Horror|Thriller,Psycho II (1983),http://dbpedia.org/resource/Psycho_II_(film),2210
2903,Psycho III (1986),Horror|Thriller,Psycho III (1986),http://dbpedia.org/resource/Psycho_III,6149
2904,Rain (1932),Drama,Rain (1932),http://dbpedia.org/resource/Rain_(1932_film),4911
2905,Sanjuro (1962),Action|Adventure,Sanjuro (1962),http://dbpedia.org/resource/Sanjuro,10875
2906,Random Hearts (1999),Drama|Romance,Random Hearts (1999),http://dbpedia.org/resource/Random_Hearts,12421
2907,Superstar (1999),Comedy,Superstar (1999),http://dbpedia.org/resource/Superstar_(1999_film),10286
2908,Boys Don't Cry (1999),Drama,Boys Don't Cry (1999),http://dbpedia.org/resource/Boys_Don't_Cry_(film),13989
2912,"Limey, The (1999)",Action|Crime|Drama,"Limey, The (1999)",http://dbpedia.org/resource/The_Limey,14457
2913,"Mating Habits of the Earthbound Human, The (1998)",Comedy,"Mating Habits of the Earthbound Human, The (1998)",http://dbpedia.org/resource/The_Mating_Habits_of_the_Earthbound_Human,6582
2914,Molly (1999),Comedy|Drama,Molly (1999),http://dbpedia.org/resource/Molly_(film),9310
2915,Risky Business (1983),Comedy,Risky Business (1983),http://dbpedia.org/resource/Risky_Business,2686
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,Total Recall (1990),http://dbpedia.org/resource/Total_Recall_(2012_film),11895
2917,Body Heat (1981),Crime|Thriller,Body Heat (1981),http://dbpedia.org/resource/Body_Heat,7853
2918,Ferris Bueller's Day Off (1986),Comedy,Ferris Bueller's Day Off (1986),http://dbpedia.org/resource/Ferris_Bueller's_Day_Off,14674
2919,Year of Living Dangerously (1982),Drama|Romance,Year of Living Dangerously (1982),http://dbpedia.org/resource/The_Year_of_Living_Dangerously_(film),7274
2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,Children of Paradise (Les enfants du paradis) (1945),http://dbpedia.org/resource/Children_of_Paradise,9672
2921,High Plains Drifter (1972),Western,High Plains Drifter (1972),http://dbpedia.org/resource/High_Plains_Drifter,4199
2922,Hang 'em High (1967),Western,Hang 'em High (1967),http://dbpedia.org/resource/Hang_'Em_High,4478
2925,"Conformist, The (Il Conformista) (1970)",Drama,"Conformist, The (Il Conformista) (1970)",http://dbpedia.org/resource/The_Conformist_(film),12905
2926,Hairspray (1988),Comedy|Drama,Hairspray (1988),http://dbpedia.org/resource/Hairspray_(1988_film),11965
2927,Brief Encounter (1946),Drama|Romance,Brief Encounter (1946),http://dbpedia.org/resource/Brief_Encounter_(1974_film),12297
2928,"Razor's Edge, The (1984)",Drama,"Razor's Edge, The (1984)",http://dbpedia.org/resource/The_Razor's_Edge_(1984_film),3530
2929,Reds (1981),Drama,Reds (1981),http://dbpedia.org/resource/Reds_(film),5664
2930,Return with Honor (1998),Documentary,Return with Honor (1998),http://dbpedia.org/resource/Return_with_Honor,5892
2932,Days of Heaven (1978),Drama,Days of Heaven (1978),http://dbpedia.org/resource/Days_of_Heaven,7058
2935,"Lady Eve, The (1941)",Comedy|Romance,"Lady Eve, The (1941)",http://dbpedia.org/resource/The_Lady_Eve,2627
2936,Sullivan's Travels (1942),Comedy,Sullivan's Travels (1942),http://dbpedia.org/resource/Sullivan's_Travels,9120
2937,"Palm Beach Story, The (1942)",Comedy,"Palm Beach Story, The (1942)",http://dbpedia.org/resource/The_Palm_Beach_Story,6428
2938,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),http://dbpedia.org/resource/Man_Facing_Southeast,4684
2939,Niagara (1953),Drama|Thriller,Niagara (1953),http://dbpedia.org/resource/Niagara_(1953_film),12750
2940,Gilda (1946),Film-Noir,Gilda (1946),http://dbpedia.org/resource/Gilda_Live,7438
2941,South Pacific (1958),Musical|Romance|War,South Pacific (1958),http://dbpedia.org/resource/South_Pacific,5076
2942,Flashdance (1983),Drama|Romance,Flashdance (1983),http://dbpedia.org/resource/Flashdance,12714
2943,Indochine (1992),Drama|Romance,Indochine (1992),http://dbpedia.org/resource/Indochine_(film),6078
2944,"Dirty Dozen, The (1967)",Action|War,"Dirty Dozen, The (1967)",http://dbpedia.org/resource/The_Dirty_Dozen:_Next_Mission,531
2945,Mike's Murder (1984),Mystery,Mike's Murder (1984),http://dbpedia.org/resource/Mike's_Murder,9471
2946,Help! (1965),Comedy|Musical,Help! (1965),http://dbpedia.org/resource/Help!_(film),14127
2947,Goldfinger (1964),Action,Goldfinger (1964),http://dbpedia.org/resource/Goldfinger_(film),414
2948,From Russia with Love (1963),Action,From Russia with Love (1963),http://dbpedia.org/resource/From_Russia_with_Love_(film),10763
2949,Dr. No (1962),Action,Dr. No (1962),http://dbpedia.org/resource/Dr._No_(film),7408
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,"Blue Lagoon, The (1980)",http://dbpedia.org/resource/Blue_Lagoon:_The_Awakening,12276
2951,"Fistful of Dollars, A (1964)",Action|Western,"Fistful of Dollars, A (1964)",http://dbpedia.org/resource/A_Fistful_of_Dollars,5042
2953,Home Alone 2: Lost in New York (1992),Children's|Comedy,Home Alone 2: Lost in New York (1992),http://dbpedia.org/resource/Home_Alone_2:_Lost_in_New_York,6637
2954,Penitentiary (1979),Drama,Penitentiary (1979),http://dbpedia.org/resource/Penitentiary_(1979_film),1074
2955,Penitentiary II (1982),Drama,Penitentiary II (1982),http://dbpedia.org/resource/Penitentiary_II,135
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,Someone to Watch Over Me (1987),http://dbpedia.org/resource/Someone_to_Watch_Over_Me_(film),8715
2957,Sparrows (1926),Drama,Sparrows (1926),http://dbpedia.org/resource/Sparrows_(1926_film),3052
2959,Fight Club (1999),Drama,Fight Club (1999),http://dbpedia.org/resource/Fight_Club,6807
2960,Beefcake (1999),Drama,Beefcake (1999),http://dbpedia.org/resource/Beefcake_(film),6895
2961,"Story of Us, The (1999)",Comedy|Drama,"Story of Us, The (1999)",http://dbpedia.org/resource/The_Story_of_Us,12656
2962,Fever Pitch (1997),Comedy|Romance,Fever Pitch (1997),http://dbpedia.org/resource/Fever_Pitch_(1997_film),12023
2963,Joe the King (1999),Crime|Drama,Joe the King (1999),http://dbpedia.org/resource/Joe_the_King,8939
2964,Julien Donkey-Boy (1999),Drama,Julien Donkey-Boy (1999),http://dbpedia.org/resource/Julien_Donkey-Boy,8820
2965,"Omega Code, The (1999)",Action,"Omega Code, The (1999)",http://dbpedia.org/resource/The_Omega_Code,29
2966,"Straight Story, The (1999)",Drama,"Straight Story, The (1999)",http://dbpedia.org/resource/The_Straight_Story,3787
2967,"Bad Seed, The (1956)",Drama|Thriller,"Bad Seed, The (1956)",http://dbpedia.org/resource/The_Bad_Seed_(1985_film),5492
2968,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,Time Bandits (1981),http://dbpedia.org/resource/Time_Bandits,1981
2970,Fitzcarraldo (1982),Adventure|Drama,Fitzcarraldo (1982),http://dbpedia.org/resource/Fitzcarraldo,6913
2971,All That Jazz (1979),Musical,All That Jazz (1979),http://dbpedia.org/resource/All_That_Jazz_(film),1582
2973,Crimes and Misdemeanors (1989),Comedy,Crimes and Misdemeanors (1989),http://dbpedia.org/resource/Crimes_and_Misdemeanors,269
2974,Bats (1999),Horror|Thriller,Bats (1999),http://dbpedia.org/resource/Bats_(film),2944
2975,"Best Man, The (1999)",Drama,"Best Man, The (1999)",http://dbpedia.org/resource/Best_Man_Wins,1087
2976,Bringing Out the Dead (1999),Drama|Horror,Bringing Out the Dead (1999),http://dbpedia.org/resource/Bringing_Out_the_Dead,10158
2977,Crazy in Alabama (1999),Comedy|Drama,Crazy in Alabama (1999),http://dbpedia.org/resource/Crazy_in_Alabama,8744
2978,Three to Tango (1999),Comedy|Romance,Three to Tango (1999),http://dbpedia.org/resource/Three_to_Tango,14022
2979,Body Shots (1999),Drama,Body Shots (1999),http://dbpedia.org/resource/Body_Shots,191
2981,"Brother, Can You Spare a Dime? (1975)",Documentary,"Brother, Can You Spare a Dime? (1975)","http://dbpedia.org/resource/Brother,_Can_You_Spare_a_Dime%3F_(film)",4434
2982,"Guardian, The (1990)",Horror|Thriller,"Guardian, The (1990)",http://dbpedia.org/resource/The_Guardian_(1990_film),4084
2983,"Ipcress File, The (1965)",Thriller,"Ipcress File, The (1965)",http://dbpedia.org/resource/The_Ipcress_File_(film),8483
2984,On Any Sunday (1971),Documentary,On Any Sunday (1971),http://dbpedia.org/resource/On_Any_Sunday,8065
2985,Robocop (1987),Action|Crime|Sci-Fi,Robocop (1987),http://dbpedia.org/resource/RoboCop,2869
2986,Robocop 2 (1990),Action|Crime|Sci-Fi,Robocop 2 (1990),http://dbpedia.org/resource/RoboCop_2,9321
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,Who Framed Roger Rabbit? (1988),http://dbpedia.org/resource/Who_Framed_Roger_Rabbit,2446
2988,Melvin and Howard (1980),Drama,Melvin and Howard (1980),http://dbpedia.org/resource/Melvin_and_Howard,14097
2989,For Your Eyes Only (1981),Action,For Your Eyes Only (1981),http://dbpedia.org/resource/For_Your_Eyes_Only_(film),6791
2990,Licence to Kill (1989),Action,Licence to Kill (1989),http://dbpedia.org/resource/Licence_to_Kill,14144
2991,Live and Let Die (1973),Action,Live and Let Die (1973),http://dbpedia.org/resource/Live_and_Let_Die_(film),3246
2992,Rawhead Rex (1986),Horror|Thriller,Rawhead Rex (1986),http://dbpedia.org/resource/Rawhead_Rex_(film),4854
2993,Thunderball (1965),Action,Thunderball (1965),http://dbpedia.org/resource/Thunderball_(film),7044
2994,"City, The (1998)",Drama,"City, The (1998)",http://dbpedia.org/resource/Sin_City_(film),1491
2996,Music of the Heart (1999),Drama,Music of the Heart (1999),http://dbpedia.org/resource/Music_of_the_Heart,2839
2997,Being John Malkovich (1999),Comedy,Being John Malkovich (1999),http://dbpedia.org/resource/Being_John_Malkovich,7066
2999,Man of the Century (1999),Comedy,Man of the Century (1999),http://dbpedia.org/resource/Man_of_the_Century,2703
3001,"Suburbans, The (1999)",Drama,"Suburbans, The (1999)",http://dbpedia.org/resource/The_Suburbans,3284
3003,Train of Life (Train De Vie) (1998),Comedy|Drama,Train of Life (Train De Vie) (1998),http://dbpedia.org/resource/Train_of_Life,5004
3005,"Bone Collector, The (1999)",Thriller,"Bone Collector, The (1999)",http://dbpedia.org/resource/The_Bone_Collector,1983
3006,"Insider, The (1999)",Drama,"Insider, The (1999)",http://dbpedia.org/resource/The_Insider_(film),2099
3007,American Movie (1999),Documentary,American Movie (1999),http://dbpedia.org/resource/American_Movie,14452
3008,Last Night (1998),Thriller,Last Night (1998),http://dbpedia.org/resource/Last_Night_(1998_film),952
3010,Rosetta (1999),Drama,Rosetta (1999),http://dbpedia.org/resource/Rosetta_(film),11294
3011,"They Shoot Horses, Don't They? (1969)",Drama,"They Shoot Horses, Don't They? (1969)","http://dbpedia.org/resource/They_Shoot_Horses,_Don't_They%3F_(film)",4686
3012,Battling Butler (1926),Comedy,Battling Butler (1926),http://dbpedia.org/resource/Battling_Butler,9978
3013,Bride of Re-Animator (1990),Comedy|Horror,Bride of Re-Animator (1990),http://dbpedia.org/resource/Bride_of_Re-Animator,13401
3014,Bustin' Loose (1981),Comedy,Bustin' Loose (1981),http://dbpedia.org/resource/Bustin'_Loose_(film),6397
3015,Coma (1978),Thriller,Coma (1978),http://dbpedia.org/resource/Coma_(1978_film),5154
3016,Creepshow (1982),Horror,Creepshow (1982),http://dbpedia.org/resource/Creepshow,11907
3017,Creepshow 2 (1987),Horror,Creepshow 2 (1987),http://dbpedia.org/resource/Creepshow_2,4766
3018,Re-Animator (1985),Horror,Re-Animator (1985),http://dbpedia.org/resource/Re-Animator,11935
3019,Drugstore Cowboy (1989),Crime|Drama,Drugstore Cowboy (1989),http://dbpedia.org/resource/Drugstore_Cowboy,2323
3020,Falling Down (1993),Action|Drama,Falling Down (1993),http://dbpedia.org/resource/Falling_Down,6789
3021,"Funhouse, The (1981)",Horror,"Funhouse, The (1981)",http://dbpedia.org/resource/The_Funhouse,5808
3022,"General, The (1927)",Comedy,"General, The (1927)",http://dbpedia.org/resource/The_General_(1926_film),203
3023,My Best Girl (1927),Comedy|Romance,My Best Girl (1927),http://dbpedia.org/resource/My_Best_Girl_(1927_film),1908
3024,Piranha (1978),Horror|Sci-Fi,Piranha (1978),http://dbpedia.org/resource/Piranha_(1978_film),4204
3025,Rough Night in Jericho (1967),Western,Rough Night in Jericho (1967),http://dbpedia.org/resource/Rough_Night_in_Jericho_(film),10796
3026,Slaughterhouse (1987),Horror,Slaughterhouse (1987),http://dbpedia.org/resource/Slaughterhouse_(film),10277
3028,"Taming of the Shrew, The (1967)",Comedy,"Taming of the Shrew, The (1967)",http://dbpedia.org/resource/The_Taming_of_the_Shrew_(1967_film),479
3029,Nighthawks (1981),Action|Drama,Nighthawks (1981),http://dbpedia.org/resource/Nighthawks_(film),11549
3030,Yojimbo (1961),Comedy|Drama|Western,Yojimbo (1961),http://dbpedia.org/resource/Yojimbo_(film),13781
3031,Repossessed (1990),Comedy,Repossessed (1990),http://dbpedia.org/resource/Repossessed_(film),2486
3032,"Omega Man, The (1971)",Sci-Fi,"Omega Man, The (1971)",http://dbpedia.org/resource/The_Omega_Man,14092
3033,Spaceballs (1987),Comedy|Sci-Fi,Spaceballs (1987),http://dbpedia.org/resource/Spaceballs,14278
3034,Robin Hood (1973),Animation|Children's,Robin Hood (1973),http://dbpedia.org/resource/Robin_Hood_(1973_film),10724
3035,Mister Roberts (1955),Comedy|Drama|War,Mister Roberts (1955),http://dbpedia.org/resource/Mister_Roberts_(1955_film),7533
3036,Quest for Fire (1981),Adventure,Quest for Fire (1981),http://dbpedia.org/resource/Quest_for_Fire_(film),1926
3037,Little Big Man (1970),Comedy|Drama|Western,Little Big Man (1970),http://dbpedia.org/resource/Little_Big_Man_(film),10957
3038,"Face in the Crowd, A (1957)",Drama,"Face in the Crowd, A (1957)",http://dbpedia.org/resource/A_Face_in_the_Crowd_(film),13889
3039,Trading Places (1983),Comedy,Trading Places (1983),http://dbpedia.org/resource/Trading_Places,3817
3040,Meatballs (1979),Comedy,Meatballs (1979),http://dbpedia.org/resource/Meatballs_(film),11426
3041,Meatballs Part II (1984),Comedy,Meatballs Part II (1984),http://dbpedia.org/resource/Meatballs_Part_II,459
3042,Meatballs III (1987),Comedy,Meatballs III (1987),http://dbpedia.org/resource/Meatballs_III:_Summer_Job,3845
3043,Meatballs 4 (1992),Comedy,Meatballs 4 (1992),http://dbpedia.org/resource/Meatballs_4,7876
3044,Dead Again (1991),Mystery|Romance|Thriller,Dead Again (1991),http://dbpedia.org/resource/Dead_Again,7313
3045,Peter's Friends (1992),Comedy|Drama,Peter's Friends (1992),http://dbpedia.org/resource/Peter's_Friends,1202
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,"Incredibly True Adventure of Two Girls in Love, The (1995)",http://dbpedia.org/resource/The_Incredibly_True_Adventure_of_Two_Girls_in_Love,7694
3048,Under the Rainbow (1981),Comedy,Under the Rainbow (1981),http://dbpedia.org/resource/Under_the_Rainbow,7827
3049,How I Won the War (1967),Comedy|War,How I Won the War (1967),http://dbpedia.org/resource/How_I_Won_the_War,9696
3050,Light It Up (1999),Drama,Light It Up (1999),http://dbpedia.org/resource/Light_It_Up_(film),4351
3051,Anywhere But Here (1999),Drama,Anywhere But Here (1999),http://dbpedia.org/resource/Anywhere_but_Here_(film),2114
3052,Dogma (1999),Comedy,Dogma (1999),http://dbpedia.org/resource/Dogma_(film),14192
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,"Messenger: The Story of Joan of Arc, The (1999)",http://dbpedia.org/resource/The_Messenger:_The_Story_of_Joan_of_Arc,13505
3055,Felicia's Journey (1999),Thriller,Felicia's Journey (1999),http://dbpedia.org/resource/Felicia's_Journey_(film),13567
3056,Oxygen (1999),Thriller,Oxygen (1999),http://dbpedia.org/resource/Oxygen_(film),1267
3057,Where's Marlowe? (1999),Comedy,Where's Marlowe? (1999),http://dbpedia.org/resource/Where's_Marlowe%3F,9234
3058,"Ape, The (1940)",Horror|Sci-Fi,"Ape, The (1940)",http://dbpedia.org/resource/The_Ape_(1940_film),5590
